Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Rheumatoid Arthritis,C0003873,MIR135B,442891,,microRNA 135b,,111,0.554,0.731,,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,MIR148B,442892,,microRNA 148b,,78,0.592,0.692,,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,MSD,4434,,microcephaly with spastic diplegia (Paine syndrome),,35,0.674,0.654,,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,MSH2,4436,P43246,mutS homolog 2,Nucleic acid binding,490,0.406,0.808,0.89539,0.01,,1,1,0,2003,2003
Rheumatoid Arthritis,C0003873,MSH3,4437,P20585,mutS homolog 3,Nucleic acid binding,245,0.474,0.769,7.44E-31,0.01,,1,1,0,2003,2003
Rheumatoid Arthritis,C0003873,TARP,445347,,TCR gamma alternate reading frame protein,,44,0.638,0.5,,0.01,,0,1,0,1995,1995
Rheumatoid Arthritis,C0003873,MSMB,4477,P08118,microseminoprotein beta,Signaling,195,0.498,0.846,0.016199,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PLF,450095,,Pulmonary function,,124,0.544,0.731,,0.01,,0,1,0,2019,2019
Rheumatoid Arthritis,C0003873,ND1,4535,P03886,"NADH dehydrogenase, subunit 1 (complex I)",Enzyme,260,0.522,0.769,,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,MTNR1B,4544,P49286,melatonin receptor 1B,G-protein coupled receptor,93,0.588,0.731,0.00064771,0.01,,0,1,0,2005,2005
Rheumatoid Arthritis,C0003873,MUC2,4583,Q02817,"mucin 2, oligomeric mucus/gel-forming",Enzyme modulator,225,0.486,0.808,9.43E-10,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,MUC3A,4584,Q02505,"mucin 3A, cell surface associated",,52,0.636,0.5,1.48E-10,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,MUC4,4585,Q99102,"mucin 4, cell surface associated",,183,0.506,0.769,2.79E-54,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,MUC5AC,4586,P98088,"mucin 5AC, oligomeric mucus/gel-forming",Enzyme modulator,224,0.483,0.808,9.99E-09,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,MX1,4599,P20591,MX dynamin like GTPase 1,Enzyme modulator,71,0.599,0.731,3.42E-18,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,MYCN,4613,P04198,"MYCN proto-oncogene, bHLH transcription factor",Transcription factor,314,0.454,0.808,0.88897,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,SERPINC1,462,P01008,serpin family C member 1,Enzyme modulator,184,0.507,0.769,0.99892,0.01,,1,1,0,1996,1996
Rheumatoid Arthritis,C0003873,ATF3,467,P18847,activating transcription factor 3,Transcription factor,228,0.494,0.885,0.089296,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,NBN,4683,O60934,nibrin,Nucleic acid binding,291,0.467,0.808,2.18E-16,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,NCF4,4689,Q15080,neutrophil cytosolic factor 4,,58,0.644,0.615,9.02E-08,0.01,,1,1,0,2007,2007
Rheumatoid Arthritis,C0003873,NDUFA7,4701,O95182,NADH:ubiquinone oxidoreductase subunit A7,,2,0.931,0.115,0.000066032,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,NDUFS3,4722,O75489,NADH:ubiquinone oxidoreductase core subunit S3,,120,0.581,0.769,0.00058312,0.01,,1,1,0,2007,2007
Rheumatoid Arthritis,C0003873,NEDD9,4739,Q14511,"neural precursor cell expressed, developmentally down-regulated 9",,113,0.548,0.769,0.12634,0.01,,1,1,0,2003,2003
Rheumatoid Arthritis,C0003873,ATOH1,474,Q92858,atonal bHLH transcription factor 1,Enzyme,53,0.633,0.5,0.017833,0.01,,1,1,0,1997,1997
Rheumatoid Arthritis,C0003873,NELL1,4745,Q92832,neural EGFL like 1,Calcium-binding protein,122,0.539,0.731,8.67E-12,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,NEU1,4758,Q99519,neuraminidase 1,Enzyme,207,0.513,0.769,0.000073441,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,ATP1A1,476,P05023,ATPase Na+/K+ transporting subunit alpha 1,Transporter,89,0.601,0.808,1,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,NFATC2,4773,Q13469,nuclear factor of activated T cells 2,Transcription factor,154,0.525,0.731,0.99995,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,NFIA,4774,Q12857,nuclear factor I A,Nucleic acid binding,95,0.599,0.808,0.99959,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,NFIL3,4783,Q16649,"nuclear factor, interleukin 3 regulated",Transcription factor,54,0.633,0.615,0.81979,0.01,,1,1,0,2013,2013
Rheumatoid Arthritis,C0003873,NFKBIB,4793,Q15653,NFKB inhibitor beta,,16,0.743,0.462,0.42245,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,NFYA,4800,P23511,nuclear transcription factor Y subunit alpha,Nucleic acid binding,43,0.65,0.654,0.14619,0.01,,1,1,0,2013,2013
Rheumatoid Arthritis,C0003873,NNAT,4826,Q16517,neuronatin,,50,0.633,0.538,0.40136,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,NMT1,4836,P30419,N-myristoyltransferase 1,Enzyme,22,0.78,0.423,0.9955,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,NONO,4841,Q15233,non-POU domain containing octamer binding,Nucleic acid binding,142,0.554,0.731,0.9935,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,NPAS2,4862,Q99743,neuronal PAS domain protein 2,,82,0.595,0.654,1,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,NPPB,4879,P16860,natriuretic peptide B,,193,0.513,0.808,9.88E-06,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,NTRK1,4914,P04629,neurotrophic receptor tyrosine kinase 1,Kinase,443,0.422,0.808,1.96E-06,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,NUCB2,4925,P80303,nucleobindin 2,Calcium-binding protein,140,0.54,0.731,2.00E-10,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,OAP,4937,,"osteoarthrosis, precocious",,9,0.792,0.192,,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,MIR382,494331,,microRNA 382,,71,0.603,0.692,,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,OAZ1,4946,P54368,ornithine decarboxylase antizyme 1,Enzyme modulator,22,0.722,0.423,0.17847,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,ODF1,4956,Q14990,outer dense fiber of sperm tails 1,,14,0.769,0.385,0.9721,0.01,,1,1,0,2000,2000
Rheumatoid Arthritis,C0003873,OPRK1,4986,P41145,opioid receptor kappa 1,G-protein coupled receptor,156,0.555,0.615,0.000040625,0.01,,1,1,0,2000,2000
Rheumatoid Arthritis,C0003873,P2RX1,5023,P51575,purinergic receptor P2X 1,Ion channel,94,0.584,0.808,6.76E-11,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RX3,5024,P56373,purinergic receptor P2X 3,Ion channel,125,0.565,0.769,1.03E-06,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RX4,5025,Q99571,purinergic receptor P2X 4,Ion channel,138,0.547,0.808,4.98E-12,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RX5,5026,Q93086,purinergic receptor P2X 5,Ion channel,132,0.548,0.769,2.85E-13,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RY1,5028,P47900,purinergic receptor P2Y1,G-protein coupled receptor,126,0.551,0.769,0.51522,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RY2,5029,P41231,purinergic receptor P2Y2,G-protein coupled receptor,136,0.543,0.808,0.084245,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,P2RY11,5032,Q96G91,purinergic receptor P2Y11,G-protein coupled receptor,27,0.705,0.538,0.0077062,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,PEBP1,5037,P30086,phosphatidylethanolamine binding protein 1,Enzyme modulator,181,0.5,0.808,0.09167,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,FURIN,5045,P09958,"furin, paired basic amino acid cleaving enzyme",Enzyme,80,0.612,0.769,0.99994,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,SERPINB2,5055,P05120,serpin family B member 2,Enzyme modulator,183,0.502,0.808,6.38E-12,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,DEF6,50619,Q9H4E7,DEF6 guanine nucleotide exchange factor,Nucleic acid binding,22,0.751,0.346,0.99768,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PARD6A,50855,Q9NPB6,par-6 family cell polarity regulator alpha,Cell-cell junction,6,0.861,0.231,0.0064719,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,PCBP1,5093,Q15365,poly(rC) binding protein 1,Enzyme,49,0.65,0.538,0.90945,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,IBD5,50941,,inflammatory bowel disease 5,,21,0.705,0.538,,0.01,,1,1,0,2004,2004
Rheumatoid Arthritis,C0003873,EXOSC1,51013,Q9Y3B2,exosome component 1,Enzyme,3,0.931,0.154,7.35E-09,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,TMED7,51014,Q86XR7;Q9Y3B3,transmembrane p24 trafficking protein 7,Transporter,336,0.436,0.808,0.47966,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,NDUFA13,51079,Q9P0J0,NADH:ubiquinone oxidoreductase subunit A13,Enzyme,131,0.556,0.692,3.80E-06,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,RMDN1,51115,Q96DB5,regulator of microtubule dynamics 1,,123,0.546,0.769,5.90E-10,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,IRAK4,51135,Q9NWZ3,interleukin 1 receptor associated kinase 4,Kinase,90,0.578,0.769,7.80E-09,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,DBR1,51163,Q9UK59,debranching RNA lariats 1,Enzyme,15,0.769,0.385,1.18E-08,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,ZDHHC2,51201,Q9UIJ5,zinc finger DHHC-type palmitoyltransferase 2,,24,0.729,0.462,0.0010008,0.01,,1,1,0,2006,2006
Rheumatoid Arthritis,C0003873,PCSK1,5122,P29120,proprotein convertase subtilisin/kexin type 1,Enzyme,140,0.548,0.615,2.75E-09,0.01,,1,1,0,2001,2001
Rheumatoid Arthritis,C0003873,CLEC1B,51266,Q9P126,C-type lectin domain family 1 member B,,58,0.65,0.615,4.94E-08,0.01,,1,1,0,2014,2014
Rheumatoid Arthritis,C0003873,RASL12,51285,Q9NYN1,RAS like family 12,Enzyme modulator,14,0.751,0.385,0.00087102,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,PCYT1A,5130,P49585,"phosphate cytidylyltransferase 1, choline, alpha",,256,0.485,0.885,0.00002024,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,ZBTB7A,51341,O95365,zinc finger and BTB domain containing 7A,Transcription factor,103,0.564,0.769,0.95915,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,HOOK1,51361,Q9UJC3,hook microtubule tethering protein 1,Enzyme modulator,24,0.716,0.462,3.87E-08,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,PDE4D,5144,Q08499,phosphodiesterase 4D,,210,0.519,0.846,0.9998,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,ISYNA1,51477,Q9NPH2,inositol-3-phosphate synthase 1,,168,0.51,0.769,0.000024934,0.01,,1,1,0,2004,2004
Rheumatoid Arthritis,C0003873,NELFCD,51497,Q8IXH7,negative elongation factor complex member C/D,,24,0.705,0.538,0.17607,0.01,,1,1,0,2010,2010
Rheumatoid Arthritis,C0003873,ZC3HC1,51530,Q86WB0,zinc finger C3HC-type containing 1,,23,0.76,0.308,0.00025557,0.01,,1,1,1,2013,2013
Rheumatoid Arthritis,C0003873,SCLY,51540,Q96I15,selenocysteine lyase,Enzyme,161,0.53,0.731,2.33E-09,0.01,,1,1,0,2004,2004
Rheumatoid Arthritis,C0003873,ATP6V1H,51606,Q9UI12,ATPase H+ transporting V1 subunit H,Transporter,13,0.78,0.346,0.00014523,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PDK1,5163,Q15118,pyruvate dehydrogenase kinase 1,Kinase,164,0.51,0.808,0.000010963,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,SF3B6,51639,Q9Y3B4,splicing factor 3b subunit 6,,116,0.544,0.808,0.58902,0.01,,1,1,0,1990,1990
Rheumatoid Arthritis,C0003873,ENPP1,5167,P22413,ectonucleotide pyrophosphatase/phosphodiesterase 1,Enzyme,247,0.498,0.808,4.99E-08,0.01,,1,1,0,2001,2001
Rheumatoid Arthritis,C0003873,PDPK1,5170,O15530,3-phosphoinositide dependent protein kinase 1,Kinase,77,0.588,0.808,0.98013,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,GHRL,51738,Q9UBU3,ghrelin and obestatin prepropeptide,,183,0.517,0.769,1.39E-11,0.01,,1,1,1,2008,2008
Rheumatoid Arthritis,C0003873,ACP1,52,P24666,acid phosphatase 1,,107,0.566,0.731,1.75E-08,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,PGK1,5230,P00558,phosphoglycerate kinase 1,Kinase,144,0.542,0.769,0.76537,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,PGM1,5236,P36871,phosphoglucomutase 1,,72,0.628,0.577,5.06E-15,0.01,,1,1,0,1985,1985
Rheumatoid Arthritis,C0003873,PHEX,5251,P78562,phosphate regulating endopeptidase homolog X-linked,Enzyme,142,0.548,0.808,0.99996,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,PI3,5266,P19957,peptidase inhibitor 3,Enzyme modulator,92,0.57,0.692,0.16965,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PIGR,5284,P01833,polymeric immunoglobulin receptor,,71,0.615,0.808,0.81331,0.01,,1,1,0,1998,1998
Rheumatoid Arthritis,C0003873,PIM1,5292,P11309,"Pim-1 proto-oncogene, serine/threonine kinase",Kinase,224,0.482,0.769,0.84846,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,PIN1,5300,Q13526,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",,212,0.488,0.769,0.74031,0.01,,1,1,0,2009,2009
Rheumatoid Arthritis,C0003873,PKD1,5310,P98161,"polycystin 1, transient receptor potential channel interacting",,217,0.493,0.769,1,0.01,,1,1,0,2001,2001
Rheumatoid Arthritis,C0003873,PLA2G2A,5320,P14555,phospholipase A2 group IIA,Enzyme,215,0.488,0.808,0.097278,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,PLAT,5327,P00750,"plasminogen activator, tissue type",Enzyme,392,0.445,0.885,0.000056593,0.01,,1,1,0,2006,2006
Rheumatoid Arthritis,C0003873,PLAUR,5329,Q03405,"plasminogen activator, urokinase receptor",,147,0.536,0.731,0.0053378,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,SPA17,53340,Q15506,sperm autoantigenic protein 17,,48,0.647,0.577,0.0066161,0.01,,1,1,0,2002,2002
Rheumatoid Arthritis,C0003873,PLCG2,5336,P16885,phospholipase C gamma 2,Enzyme,82,0.588,0.808,0.99562,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PLD1,5337,Q13393,phospholipase D1,,104,0.576,0.731,4.78E-21,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,SERPINF2,5345,P08697,serpin family F member 2,Enzyme modulator,104,0.575,0.808,0.013624,0.01,,1,1,0,1996,1996
Rheumatoid Arthritis,C0003873,PLK1,5347,P53350,polo like kinase 1,Kinase,253,0.467,0.808,0.97851,0.01,,1,1,0,2007,2007
Rheumatoid Arthritis,C0003873,PLTP,5360,P55058,phospholipid transfer protein,,62,0.633,0.654,9.00E-09,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,IL20RA,53832,Q9UHF4,interleukin 20 receptor subunit alpha,Receptor,25,0.716,0.346,0.027129,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,IL20RB,53833,Q6UXL0,interleukin 20 receptor subunit beta,Receptor,12,0.769,0.346,3.65E-08,0.01,,0,1,0,2016,2016
Rheumatoid Arthritis,C0003873,H2BS1,54145,P57053,H2B.S histone 1,,22,0.711,0.615,,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,CYCS,54205,P99999,"cytochrome c, somatic",,67,0.599,0.769,0.63647,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,POLD1,5424,P28340,"DNA polymerase delta 1, catalytic subunit",,189,0.507,0.769,2.42E-06,0.01,,1,1,0,1999,1999
Rheumatoid Arthritis,C0003873,TERF2IP,54386,Q9NYB0,TERF2 interacting protein,,126,0.548,0.731,0.000026683,0.01,,1,1,0,2006,2006
Rheumatoid Arthritis,C0003873,SIAE,54414,Q9HAT2,sialic acid acetylesterase,Enzyme,30,0.711,0.577,7.79E-12,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,POMC,5443,P01189,proopiomelanocortin,,873,0.356,0.846,0.00011658,0.01,,1,1,0,2001,2001
Rheumatoid Arthritis,C0003873,PON2,5445,Q15165,paraoxonase 2,,117,0.566,0.808,0.000054352,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,SMOX,54498,Q9NWM0,spermine oxidase,,91,0.603,0.769,0.39964,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,ATR,545,Q13535,ATR serine/threonine kinase,Kinase,321,0.456,0.923,3.52E-09,0.01,,1,1,0,2006,2006
Rheumatoid Arthritis,C0003873,POU2F1,5451,P14859,POU class 2 homeobox 1,,115,0.558,0.769,0.90229,0.01,,1,1,0,1998,1998
Rheumatoid Arthritis,C0003873,POU2F2,5452,P09086,POU class 2 homeobox 2,,69,0.599,0.692,0.99884,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,UGT1A10,54575,Q9HAW8,UDP glucuronosyltransferase family 1 member A10,,88,0.588,0.615,4.59E-19,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,UGT1A8,54576,Q9HAW9,UDP glucuronosyltransferase family 1 member A8,,90,0.588,0.654,1.31E-09,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,UGT1A7,54577,Q9HAW7,UDP glucuronosyltransferase family 1 member A7,,125,0.55,0.692,8.66E-14,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,UGT1A6,54578,P19224,UDP glucuronosyltransferase family 1 member A6,,115,0.56,0.654,3.05E-07,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,EGLN1,54583,Q9GZT9,egl-9 family hypoxia inducible factor 1,,130,0.54,0.731,0.97403,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,PPARA,5465,Q07869,peroxisome proliferator activated receptor alpha,Nuclear receptor,408,0.432,0.885,0.030182,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,UGT1A4,54657,P22310,UDP glucuronosyltransferase family 1 member A4,,84,0.595,0.654,5.98E-07,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,UGT1A1,54658,P22309,UDP glucuronosyltransferase family 1 member A1,,302,0.464,0.769,3.26E-06,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,PPBP,5473,P02775,pro-platelet basic protein,Signaling,111,0.544,0.808,0.057739,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,IL17RD,54756,Q8NFM7,interleukin 17 receptor D,,82,0.617,0.654,0.000001053,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,SAMD9,54809,Q5K651,sterile alpha motif domain containing 9,,90,0.606,0.808,1.05E-33,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,QPCTL,54814,Q9NXS2,glutaminyl-peptide cyclotransferase like,Enzyme,18,0.805,0.346,1.57E-08,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,ZCCHC2,54877,Q9C0B9,zinc finger CCHC-type containing 2,,9,0.805,0.308,0.99376,0.01,,1,1,0,2009,2009
Rheumatoid Arthritis,C0003873,UHRF1BP1,54887,Q6BDS2,UHRF1 binding protein 1,,26,0.769,0.269,4.47E-13,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,CDKAL1,54901,Q5VV42,CDK5 regulatory subunit associated protein 1 like 1,,86,0.617,0.615,0.016021,0.01,,1,1,1,2017,2017
Rheumatoid Arthritis,C0003873,PPM1A,5494,P35813,"protein phosphatase, Mg2+/Mn2+ dependent 1A",Enzyme,33,0.691,0.5,0.99834,0.01,,1,1,0,2020,2020
Rheumatoid Arthritis,C0003873,BANP,54971,Q8N9N5,BTG3 associated nuclear protein,,27,0.743,0.269,0.99388,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,MARCHF1,55016,Q8TCQ1,membrane associated ring-CH-type finger 1,,126,0.54,0.808,0.0086782,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,PPP1R1A,5502,Q13522,protein phosphatase 1 regulatory inhibitor subunit 1A,Enzyme modulator,106,0.559,0.692,0.021894,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,TTC38,55020,Q5R3I4,tetratricopeptide repeat domain 38,,1,1,0.115,3.26E-13,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,AKIRIN2,55122,Q53H80,akirin 2,,28,0.716,0.346,0.92355,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,PIWIL2,55124,Q8TC59,piwi like RNA-mediated gene silencing 2,,65,0.612,0.577,2.71E-08,0.01,,1,1,0,2016,2016
Rheumatoid Arthritis,C0003873,RMDN3,55177,Q96TC7,regulator of microtubule dynamics 3,,134,0.534,0.769,0.000051687,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,NADSYN1,55191,Q6IA69,NAD synthetase 1,,14,0.78,0.231,1.25E-16,0.01,,1,1,0,2014,2014
Rheumatoid Arthritis,C0003873,THNSL2,55258,Q86YJ6,threonine synthase like 2,,4,0.861,0.154,1.48E-06,0.01,,1,1,0,2009,2009
Rheumatoid Arthritis,C0003873,KIR2DL5B,553128,Q8NHK3,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5B",,27,0.682,0.423,,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,IMPACT,55364,Q9P2X3,impact RWD domain protein,,85,0.593,0.808,4.83E-08,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,MIR448,554212,,microRNA 448,,63,0.61,0.615,,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,PRCP,5547,P42785,prolylcarboxypeptidase,Enzyme,68,0.633,0.692,8.76E-12,0.01,,1,1,0,2009,2009
Rheumatoid Arthritis,C0003873,PRF1,5551,P14222,perforin 1,,163,0.54,0.692,5.49E-06,0.01,,1,1,0,2013,2013
Rheumatoid Arthritis,C0003873,SYBU,55638,Q9NX95,syntabulin,Transporter,120,0.546,0.769,0.000097732,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,NLRP2,55655,Q9NX02,NLR family pyrin domain containing 2,,155,0.515,0.731,1.42E-38,0.01,,1,1,2,2015,2015
Rheumatoid Arthritis,C0003873,ZNF334,55713,Q9HCZ1,zinc finger protein 334,,1,1,0.115,1.61E-09,0.01,,1,1,0,2011,2011
Rheumatoid Arthritis,C0003873,ATF7IP,55729,Q6VMQ6,activating transcription factor 7 interacting protein,,145,0.543,0.769,0.99993,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,DHX32,55760,Q7L7V1,DEAH-box helicase 32 (putative),Enzyme,20,0.76,0.269,1.65E-09,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,PAG1,55824,Q9NWQ8,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,,174,0.505,0.808,0.017764,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,SELENOS,55829,Q9BQE4,selenoprotein S,,55,0.628,0.615,1.43E-09,0.01,,1,1,0,2009,2009
Rheumatoid Arthritis,C0003873,CENPJ,55835,Q9HC77,centromere protein J,Enzyme,150,0.546,0.846,2.06E-27,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,PKN1,5585,Q16512,protein kinase N1,Kinase,48,0.647,0.692,0.20442,0.01,,1,1,0,2012,2012
Rheumatoid Arthritis,C0003873,PRKCZ,5590,Q05513,protein kinase C zeta,Kinase,88,0.604,0.654,0.541,0.01,,1,1,0,2008,2008
Rheumatoid Arthritis,C0003873,MAPK9,5601,P45984,mitogen-activated protein kinase 9,Kinase,115,0.561,0.731,0.069738,0.01,,1,1,0,2007,2007
Rheumatoid Arthritis,C0003873,MAPK10,5602,P53779,mitogen-activated protein kinase 10,Kinase,75,0.606,0.692,0.27553,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,MAPK13,5603,O15264,mitogen-activated protein kinase 13,Kinase,26,0.705,0.577,6.72E-11,0.01,,1,1,0,2004,2004
Rheumatoid Arthritis,C0003873,EIF2AK2,5610,P19525,eukaryotic translation initiation factor 2 alpha kinase 2,Kinase,142,0.538,0.769,0.017643,0.01,,1,1,0,2015,2015
Rheumatoid Arthritis,C0003873,ANKH,56172,Q9HCJ1,ANKH inorganic pyrophosphate transport regulator,Transporter,89,0.606,0.692,0.27856,0.01,,1,1,0,2007,2007
Rheumatoid Arthritis,C0003873,PROP1,5626,O75360,PROP paired-like homeobox 1,,117,0.576,0.615,0.087746,0.01,,1,1,0,2018,2018
Rheumatoid Arthritis,C0003873,AZGP1,563,P25311,"alpha-2-glycoprotein 1, zinc-binding",,101,0.566,0.769,4.15E-06,0.01,,1,1,0,2017,2017
Rheumatoid Arthritis,C0003873,METTL3,56339,Q86U44,methyltransferase like 3,,79,0.585,0.538,1.80E-07,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,PPAN,56342,Q9NQ55,peter pan homolog,,18,0.729,0.577,1.72E-12,0.01,,1,1,0,2019,2019
Rheumatoid Arthritis,C0003873,LTB4R2,56413,Q9NPC1,leukotriene B4 receptor 2,G-protein coupled receptor,49,0.631,0.615,0.000013821,0.01,,1,1,0,2003,2003
Rheumatoid Arthritis,C0003873,PRSS2,5645,P07478,serine protease 2,Enzyme,66,0.628,0.769,,0.01,,1,1,0,2005,2005
Rheumatoid Arthritis,C0003873,MASP1,5648,P48740,mannan binding lectin serine peptidase 1,Enzyme,123,0.565,0.885,1.23E-11,0.01,,1,1,0,2016,2016
